PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB
2338.2161,834.395,563.8201,0.7372,679.837,0.9701,374179,0.7485,1.4799,0.8343,0.8148,0.0023,0.0016,0.6638,0.9824,111.6669,106.9902,98.2804,30.8491,29.6871,28.0891,-0.5081,-0.1699,0.1027,2.8208,2.5208,2.7611,-46934614016.0,-42761355264,-35653304320,55.8311,53.4965,49.1414
2211.4131,838.0247,496.6458,0.8055,636.4349,0.9509,334564,0.6696,1.6874,0.8175,0.7594,0.0026,0.0016,0.5768,0.9732,57.1581,65.6399,72.2637,26.9349,22.2935,20.7287,2.0293,2.1181,0.751,8.7331,8.6832,3.7879,-11070031872.0,-13325257728,-15815351296,28.5782,32.8194,36.131
1370.208,498.7525,353.9258,0.7046,419.4278,0.9925,139208,0.7316,1.4092,0.9248,0.841,0.0036,0.0026,0.7072,0.9966,86.1304,84.2102,90.5056,27.5093,25.6148,25.0531,0.2752,0.9259,0.2228,2.5951,3.7693,2.8701,-10381501440.0,-9775930368,-11240395776,43.0708,42.113,45.2595
1361.001,523.6849,320.7245,0.7905,409.3902,0.9946,132350,0.7173,1.6328,0.893,0.7817,0.004,0.0024,0.6111,0.9979,140.412,146.1667,120.724,33.2685,26.5972,30.2893,-1.2537,-0.9379,-0.7316,4.0844,3.3333,2.6515,-27505881088.0,-29232230400,-19893506048,70.201,73.082,60.3587
2246.271,810.6025,546.3474,0.7387,656.6663,0.9685,349688,0.6749,1.4837,0.8435,0.8101,0.0024,0.0016,0.6563,0.9737,118.6394,109.596,99.382,33.9404,30.1138,27.3799,-0.5581,-0.2269,-0.3872,2.613,2.3006,3.1067,-50372386816.0,-41995980800,-33834442752,59.3215,54.7997,49.6934
2323.3391,908.402,502.3913,0.8331,672.1324,0.9804,361910,0.6669,1.8082,0.826,0.7399,0.0026,0.0014,0.5475,0.9899,59.7636,63.1707,72.9671,29.9274,26.0896,21.8404,1.6286,1.8398,0.4745,7.2434,8.0758,3.9727,-14031996928.0,-14552771584,-18175991808,29.8829,31.587,36.4851
1893.777,744.0038,404.7032,0.8391,548.0974,0.9831,239996,0.7383,1.8384,0.8267,0.7367,0.0032,0.0017,0.5427,0.9977,115.7687,111.2267,104.8903,30.8715,28.5026,24.5829,-0.3471,-0.1928,-0.2256,2.5077,2.215,2.5069,-32840615936.0,-29875372032,-25902360576,57.8901,55.6183,52.4509
1877.7,696.1558,456.765,0.7547,562.6755,0.9922,250624,0.7863,1.5241,0.8863,0.8083,0.0028,0.0018,0.6533,0.9957,141.6611,142.3818,128.6064,33.4362,33.1596,29.8043,-0.7849,-0.7132,-0.6829,2.8531,2.5792,2.5921,-52980715520.0,-53485248512,-42727874560,70.8272,71.1944,64.3041
2316.5759,843.6231,568.7056,0.7386,690.13,0.9816,381065,0.7557,1.4834,0.8759,0.8181,0.0023,0.0015,0.6692,0.9927,102.897,98.7289,96.8177,27.976,26.7053,26.9355,-0.4126,-0.0756,-0.0483,2.7844,3.0623,3.2534,-40262025216.0,-36726005760,-35349901312,51.4465,49.3628,48.4078
2115.1909,849.2612,427.8779,0.8638,599.902,0.9835,287385,0.5915,1.9848,0.7939,0.7064,0.003,0.0015,0.499,0.9904,48.5774,52.7239,63.2424,22.2649,24.6223,19.1766,2.4162,2.5293,1.1999,12.8604,11.4196,5.4117,-6756659712.0,-8196781056,-10568795136,24.2889,26.3619,31.6217
1769.278,677.1313,414.3256,0.7909,528.1309,0.9937,220445,0.8082,1.6343,0.8794,0.78,0.0031,0.0019,0.6083,0.9942,133.6267,133.1134,125.6804,35.7477,30.4154,25.7112,-0.8619,-0.5562,-0.1746,3.067,2.9376,2.7661,-41819258880.0,-40538902528,-35279843328,66.8136,66.5593,62.8431
2084.9929,782.9263,492.0452,0.7778,618.5865,0.9832,305681,0.7703,1.5912,0.8687,0.7901,0.0026,0.0016,0.6243,0.9933,127.8597,108.6323,100.6614,28.8416,23.2769,21.1306,-0.9806,-0.2954,0.0506,3.6664,3.0674,3.5316,-50794856448.0,-35256672256,-29725554688,63.9317,54.3181,50.3328
2440.189,843.5652,645.4122,0.6439,731.1697,0.9893,424423,0.7533,1.307,0.8861,0.8668,0.002,0.0015,0.7513,0.9819,122.7984,113.6313,113.4257,30.7302,28.2552,27.1093,-0.5508,-0.2181,-0.1357,2.7553,2.2804,2.8602,-65871720448.0,-55478341632,-54945038336,61.3982,56.8144,56.7111
1600.713,607.4841,379.2685,0.7812,479.4058,0.9938,181643,0.7906,1.6017,0.8853,0.7892,0.0034,0.0021,0.6228,0.9975,133.5625,126.4289,120.8297,36.2546,33.9226,32.3695,-0.7129,-0.5277,-0.451,2.6209,2.3057,2.1964,-34515537920.0,-30535002112,-27629987840,66.7811,63.2147,60.4132
2301.4319,799.5422,581.7543,0.686,677.2353,0.9738,369917,0.7226,1.3744,0.8546,0.847,0.0022,0.0016,0.7175,0.986,127.936,118.6048,119.7003,34.4084,35.2363,34.9285,-0.2339,-0.1645,-0.2548,2.5389,2.6509,2.847,-62594142208.0,-53979643904,-54874808320,63.9684,59.2994,59.8456
1718.127,656.2819,433.3523,0.751,495.6732,0.909,212294,0.7112,1.5144,0.8214,0.7553,0.0034,0.0022,0.5704,0.8639,140.5046,144.2007,126.1972,37.6588,34.5565,32.3883,-0.6828,-0.6079,-0.5897,2.723,2.7958,2.5746,-41159794688.0,-42846302208,-32273027072,70.2563,72.1056,63.1031
1468.962,529.6494,351.6841,0.7477,430.318,0.9834,147893,0.7516,1.506,0.8469,0.8125,0.0036,0.0024,0.6601,0.9941,122.5559,117.5275,111.1964,29.7007,25.5538,25.7403,-0.5277,0.0919,0.2684,3.5449,3.8267,3.3664,-22610163712.0,-20339697664,-18142521344,61.2849,58.7703,55.6061
1978.4659,723.0809,466.3064,0.7643,574.5411,0.9798,264606,0.7296,1.5507,0.8323,0.7946,0.0028,0.0018,0.6313,0.979,86.0416,79.4325,76.7781,32.9081,33.6244,30.15,0.1072,0.1986,0.2636,1.8768,1.9191,2.386,-20438394880.0,-17757044736,-16023895040,43.0206,39.7188,38.3904
1967.1281,718.0688,487.6316,0.7341,553.4088,0.8776,274088,0.7266,1.4726,0.7811,0.7707,0.003,0.002,0.594,0.8746,131.2603,120.1573,107.9522,33.1879,32.8824,24.8675,0.133,0.365,0.3032,2.3222,1.9852,2.1147,-43803017216.0,-36543541248,-28089978880,65.6344,60.0797,53.9791
2266.9509,870.8358,521.8104,0.8006,672.5878,0.9887,359343,0.778,1.6689,0.8688,0.7723,0.0025,0.0015,0.5965,0.9955,87.8037,73.7995,88.9422,26.7796,24.0738,28.2558,0.0013,0.9182,0.4644,2.8609,4.5472,3.1222,-27548553216.0,-19063996416,-28639526912,43.8971,36.8984,44.4692
2547.897,884.2006,606.6811,0.7275,715.4876,0.9373,428938,0.7168,1.4574,0.7783,0.8092,0.0022,0.0015,0.6548,0.9543,141.2013,132.6209,126.4349,40.419,38.6809,42.4228,-0.5343,-0.2703,-0.2035,2.4462,1.9975,2.1118,-87743856640.0,-76758851584,-71321313280,70.5992,66.309,63.2175
2230.7729,868.1721,514.5999,0.8054,666.3,0.9939,350832,0.728,1.6871,0.8805,0.7675,0.0025,0.0015,0.589,0.9937,55.0291,61.2082,70.0694,19.769,19.2138,20.7082,0.0607,1.5356,0.5185,2.7297,7.6516,3.4094,-9958213632.0,-12224260096,-16277473280,27.5123,30.6035,35.033
1535.853,603.0044,345.0351,0.8201,455.7451,0.9946,164013,0.7443,1.7477,0.869,0.7558,0.0037,0.0021,0.5712,0.9983,143.3447,140.078,131.607,37.5416,34.4112,33.7438,-0.9669,-0.8138,-0.7316,3.0404,2.7231,2.6219,-36209770496.0,-34095622144,-29915756544,71.674,70.0387,65.8039
2345.5349,823.7634,628.8527,0.6459,717.4247,0.9921,407460,0.7808,1.3099,0.9234,0.8709,0.002,0.0016,0.7585,0.9936,105.63,96.1584,86.9584,30.4008,25.0384,33.196,-0.1935,0.7059,1.639,3.0224,4.7019,6.4561,-46608568320.0,-37227855872,-32751931392,52.8144,48.0792,43.4777
2445.5029,844.5334,687.8657,0.5802,758.6133,0.9959,453835,0.7842,1.2278,0.9497,0.8983,0.0019,0.0015,0.8069,0.9907,81.3841,80.3365,81.3011,27.026,25.6983,30.0784,0.5762,1.1205,0.7667,5.3521,6.8102,5.1753,-30251356160.0,-29150863360,-31144065024,40.6942,40.1693,40.6531
2391.501,838.0681,650.075,0.6311,734.9422,0.9946,426523,0.7414,1.2892,0.9321,0.8769,0.002,0.0015,0.769,0.9914,94.2675,86.4156,68.1772,28.523,24.452,29.6457,-0.0074,0.9515,2.1508,4.054,6.8878,9.7948,-38428114944.0,-31304110080,-21079427072,47.1329,43.21,34.0892
2422.366,836.9063,677.0573,0.5878,750.8979,0.9941,445459,0.7601,1.2361,0.9484,0.8972,0.0019,0.0015,0.805,0.9951,101.4155,101.7015,90.9381,31.6708,27.382,30.599,-0.0159,0.5115,1.0843,3.0302,3.8602,6.1086,-47491162112.0,-46423900160,-38083399680,50.7077,50.8507,45.4709
1255.413,476.7512,301.7341,0.7742,379.0061,0.9933,113578,0.7677,1.58,0.8995,0.795,0.0042,0.0027,0.632,0.9986,133.4311,135.4254,120.672,34.7921,29.2846,32.1839,-0.3021,0.0545,0.4712,2.5769,2.4183,2.2998,-21393035264.0,-21550960640,-17226102784,66.7188,67.7163,60.3393
1416.606,544.4253,335.9414,0.7869,427.2834,0.9943,144211,0.7796,1.6206,0.8979,0.7848,0.0038,0.0023,0.616,0.9982,115.5527,113.3419,104.9527,29.2429,24.5778,28.5005,-0.8439,-0.4278,-0.3397,3.1254,2.5324,2.2916,-19697719296.0,-18499430400,-16122652672,57.7764,56.6723,52.478
2379.052,949.2151,468.3536,0.8698,665.5821,0.9817,354415,0.7216,2.0267,0.7725,0.7012,0.0027,0.0013,0.4917,0.9965,60.4464,58.6601,56.1995,24.847,18.7967,18.6389,0.248,1.8003,0.8659,3.3206,10.1066,5.4893,-12831958016.0,-11152902144,-10204946432,30.2223,29.3314,28.1003
2231.1201,786.3395,563.5261,0.6974,661.6325,0.9808,350554,0.703,1.3954,0.8679,0.8414,0.0023,0.0016,0.708,0.9879,153.9283,146.1773,142.1762,31.184,27.0333,36.3293,-1.2998,-0.8468,-0.8473,4.5727,3.311,2.9105,-86356631552.0,-76469190656,-74678665216,76.961,73.0871,71.0863
2250.4331,848.323,483.1063,0.822,636.4989,0.9784,325221,0.6359,1.756,0.7895,0.7503,0.0027,0.0015,0.563,0.9885,45.0009,54.301,62.9096,27.624,27.5359,21.4752,2.5431,2.3191,0.9193,11.5974,9.3755,4.8811,-7641234432.0,-10277329920,-12106513408,22.4992,27.1519,31.4547
2116.438,756.3036,543.8585,0.6949,633.7303,0.9873,319495,0.7425,1.3906,0.8849,0.8379,0.0024,0.0017,0.7021,0.9764,145.8299,132.6993,122.9914,29.9784,28.3486,26.671,-0.7247,-0.3949,-0.2609,3.2226,2.4768,3.0941,-70483427328.0,-57519513600,-48740671488,72.9117,66.3478,61.4943
1217.454,434.7454,313.3625,0.6931,368.7453,0.9883,108062,0.747,1.3874,0.9054,0.8482,0.0041,0.0029,0.7194,0.9981,109.4719,106.1306,101.5765,35.9257,34.2667,30.1076,-0.0022,0.1193,0.2811,1.8838,1.8167,2.1977,-13722007552.0,-12767454208,-11370534912,54.7404,53.0704,50.7942
2504.6201,894.1769,596.6318,0.7448,722.731,0.9824,417577,0.759,1.4987,0.8218,0.8083,0.0022,0.0015,0.6533,0.9791,132.7885,126.1779,124.3302,29.326,26.9214,25.8358,-0.3311,-0.2544,-0.7007,2.7914,2.882,3.933,-75209826304.0,-66944839680,-64596742144,66.392,63.087,62.1628
2515.0081,983.1814,498.3077,0.862,697.6295,0.976,391649,0.699,1.973,0.7594,0.7096,0.0026,0.0013,0.5035,0.9934,46.4613,54.6813,60.5168,26.7152,25.5282,23.0427,1.999,2.268,0.6998,9.2342,9.8192,3.9056,-9377435648.0,-12009822208,-13782104064,23.2338,27.3439,30.261
2540.5979,918.8098,628.7631,0.7292,758.8658,0.9902,456763,0.8115,1.4613,0.8806,0.8259,0.002,0.0014,0.6821,0.9968,114.6155,111.7398,126.7035,27.9128,24.8423,29.3976,-0.3729,-0.0224,-0.338,2.4776,2.9386,2.4545,-60713213952.0,-56729178112,-75240931328,57.3053,55.8712,63.3525
1453.5959,532.0154,363.603,0.73,438.3154,0.9888,152606,0.7984,1.4632,0.8974,0.8239,0.0035,0.0024,0.6788,0.9932,92.4581,82.7228,88.3253,28.4877,24.8674,26.3492,0.4303,0.8472,0.8577,2.8504,3.8411,3.6331,-13159569408.0,-10233899008,-11816067072,46.2239,41.3562,44.1594
2340.272,900.6602,522.6354,0.8144,685.334,0.99,372629,0.7344,1.7233,0.8464,0.7609,0.0024,0.0014,0.579,0.9978,40.841,45.4799,51.3948,24.0216,24.0033,21.5202,2.0636,2.2492,1.1581,9.2513,10.2464,5.1451,-6891756544.0,-8196511744,-9573191680,20.4211,22.7406,25.6979
2447.4109,852.5339,494.461,0.8146,645.2474,0.9681,337775,0.6228,1.7242,0.686,0.7569,0.0026,0.0015,0.5728,0.9877,50.271,58.7941,76.5047,21.4765,22.3188,21.0039,1.9903,1.976,0.2032,10.451,9.0337,3.4168,-8164108800.0,-11083887616,-18284953600,25.1333,29.3959,38.251
2042.588,760.566,498.9828,0.7547,614.569,0.9866,300676,0.7493,1.5242,0.8935,0.808,0.0026,0.0017,0.6529,0.9952,47.3027,54.7855,70.0336,15.7786,19.0082,18.6123,0.9931,2.4788,0.7297,6.5989,13.6256,4.8479,-5920520704.0,-8351776256,-13553997824,23.6501,27.3917,35.0164
2482.696,829.8366,706.9037,0.5238,763.0046,0.9905,461605,0.7734,1.1739,0.9322,0.9195,0.0018,0.0015,0.8454,0.9924,72.3408,86.7037,93.5482,16.0891,18.0106,18.3655,2.3663,2.7929,1.8481,19.5442,15.7507,11.7332,-21887959040.0,-32492472320,-38212382720,36.1703,43.3525,46.775
1447.576,534.4625,351.8184,0.7528,432.5138,0.9827,149508,0.7877,1.5191,0.8811,0.8092,0.0036,0.0024,0.6549,0.9949,106.2999,100.6399,105.415,27.4353,23.6344,27.4004,-0.482,0.2283,0.0242,2.8056,2.8178,2.2416,-16844092416.0,-14728862720,-16565671936,53.1483,50.3207,52.706
2297.5349,836.8202,572.043,0.7299,684.5729,0.9825,374626,0.7085,1.4629,0.8762,0.8181,0.0023,0.0016,0.6692,0.979,107.5694,100.7357,102.7708,28.3613,26.9829,24.1137,0.0604,0.2832,-0.3422,2.5352,2.4905,2.958,-43500625920.0,-37737820160,-38624436224,53.7853,50.3697,51.3873
1190.234,437.8928,296.5733,0.7357,359.9724,0.9921,102580,0.7604,1.4765,0.9028,0.8221,0.0043,0.0029,0.6758,0.9978,131.3954,133.3802,119.1755,37.2765,29.9762,30.8305,-0.7477,-0.573,-0.4697,2.489,2.294,2.265,-18920585216.0,-18878216192,-15024681984,65.6997,66.6945,59.5944
2200.0559,868.1497,444.6231,0.8589,616.219,0.9761,305552,0.6723,1.9526,0.7743,0.7098,0.0029,0.0015,0.5038,0.9837,61.5876,75.3208,76.6394,30.5233,23.1703,16.854,2.1594,2.0401,1.418,7.3413,7.3267,7.3823,-12590134272.0,-16542261248,-16204929024,30.7929,37.6608,38.3194
2265.666,826.3535,597.2911,0.6911,701.3891,0.9968,387604,0.7588,1.3835,0.9459,0.8488,0.0021,0.0015,0.7204,0.9967,99.8192,106.3491,101.617,32.2198,25.3255,29.0465,-0.1377,0.188,0.3186,2.1798,2.8977,3.0467,-40311578624.0,-43843469312,-40872857600,49.9096,53.1752,50.8095
2351.21,827.9804,645.2988,0.6266,727.8378,0.9948,418255,0.7759,1.2831,0.9458,0.8791,0.002,0.0016,0.7727,0.9915,86.7798,88.2531,82.3751,28.7288,24.4905,30.3955,0.4584,1.2917,1.8028,5.0401,8.6136,8.2618,-32074307584.0,-32060925952,-29575010304,43.39,44.1259,41.1882
2452.2009,840.6153,695.8944,0.561,763.2908,0.9951,459847,0.8002,1.208,0.9562,0.908,0.0018,0.0015,0.8245,0.996,74.4025,74.557,75.7183,21.4777,20.5946,26.6216,0.2375,1.0674,0.4329,3.509,6.4211,3.6222,-24285358080.0,-24215517184,-26494631936,37.1992,37.2789,37.8595
1531.929,581.2218,358.1298,0.7876,455.6934,0.9904,164682,0.6698,1.6229,0.8733,0.784,0.0036,0.0022,0.6147,0.9976,98.7675,91.2506,99.879,29.5767,25.4717,28.5671,-0.2066,0.191,0.2628,2.4353,3.7608,2.7967,-16340675584.0,-13530089472,-16607783936,49.3794,45.6244,49.9393
2570.7129,815.3513,679.2316,0.5532,738.8178,0.9745,439942,0.7628,1.2004,0.8152,0.9061,0.0019,0.0016,0.8211,0.9856,129.153,123.5806,113.1998,32.4982,34.1142,30.4343,-0.2892,-0.2169,-0.1299,2.1616,2.28,2.5466,-75249565696.0,-69343453184,-56885456896,64.579,61.7914,56.6031
2056.9331,756.6042,504.0089,0.7458,615.6516,0.9885,301159,0.7756,1.5012,0.8842,0.8137,0.0025,0.0017,0.6621,0.9939,112.86,104.9882,102.3875,34.6349,33.4513,30.3164,-0.3094,0.0734,0.1223,2.2733,1.9818,2.2768,-40249806848.0,-34635747328,-32241197056,56.4292,52.4927,51.1915
2500.2959,1036.5886,444.3591,0.9035,671.2993,0.9426,375480,0.6608,2.3328,0.7115,0.6476,0.0029,0.0013,0.4194,0.9783,41.1155,53.6068,60.4243,16.1406,16.9752,18.2037,0.6265,2.0848,0.497,4.2178,12.0559,3.7734,-5416683520.0,-9249147904,-11920159744,20.5598,26.805,30.2141
2413.9519,818.495,683.0888,0.5509,745.3497,0.9923,439695,0.7498,1.1982,0.9409,0.9106,0.0019,0.0016,0.8293,0.9936,99.0085,96.7547,95.0666,29.0933,24.6426,28.5594,0.1325,1.0604,1.2375,4.6856,6.5907,6.8689,-43799437312.0,-40602427392,-40291823616,49.5041,48.3784,47.5345
1650.6479,612.0896,393.5074,0.766,488.8201,0.9859,190342,0.802,1.5555,0.8655,0.7986,0.0033,0.0021,0.6378,0.992,130.8046,124.76,115.6849,35.6407,31.3167,26.6174,-0.5832,-0.0045,-0.053,2.5308,1.8065,2.0029,-34302599168.0,-30521284608,-25522841600,65.4045,62.3802,57.8438
1697.087,631.0634,400.5577,0.7727,500.2692,0.9833,199909,0.7121,1.5755,0.8576,0.7927,0.0032,0.002,0.6284,0.9901,122.4855,110.4424,101.8517,40.0233,39.2505,32.1466,-0.0079,0.1724,-0.0587,2.0273,1.8135,2.1002,-32316256256.0,-26317094912,-21333108736,61.2456,55.2249,50.9283
2286.1189,926.7311,484.092,0.8527,660.9278,0.9779,350825,0.6644,1.9144,0.8249,0.7132,0.0027,0.0014,0.5086,0.9737,126.8559,110.3676,106.6385,33.3344,33.1901,25.1357,0.3479,0.3029,0.5944,2.5787,2.3539,2.9271,-58325762048.0,-44014739456,-39124750336,63.4266,55.1837,53.3186
2811.9971,899.2563,475.1783,0.849,647.9009,0.9651,341597,0.8048,1.8925,0.5239,0.7205,0.0027,0.0014,0.5191,0.9824,55.1948,55.0188,71.6564,24.7997,24.1594,23.2171,1.8102,1.9327,0.5693,8.5491,8.8791,4.0039,-10364742656.0,-10194311168,-16526111744,27.5958,27.5094,35.827
1569.068,587.965,367.5672,0.7805,464.074,0.9923,170461,0.7039,1.5996,0.8634,0.7893,0.0035,0.0022,0.623,0.9965,116.9435,113.0817,107.3184,27.2325,23.2467,24.3618,-0.6918,-0.1221,-0.1205,3.1199,2.985,3.2159,-23582701568.0,-21588574208,-19453181952,58.4746,56.5442,53.6629
2478.1851,915.9321,587.1704,0.7675,730.9589,0.9822,427225,0.738,1.5599,0.8587,0.798,0.0022,0.0014,0.6369,0.9935,124.5248,112.1843,115.5894,36.2515,34.1824,35.8179,-0.0068,0.1479,0.032,2.0288,2.0135,2.0971,-69745524736.0,-55956504576,-59978866688,62.2648,56.0944,57.7976
2391.123,836.928,645.1822,0.637,731.3116,0.9918,423531,0.7853,1.2972,0.9232,0.8738,0.002,0.0015,0.7635,0.9905,129.8143,116.5492,96.9639,32.045,27.1177,35.4221,-0.3274,0.3495,1.1912,3.3729,4.2898,5.4637,-74341122048.0,-58172182528,-42640556032,64.9094,58.2771,48.482
1540.894,588.4892,352.1533,0.8012,454.7424,0.9883,164338,0.7888,1.6711,0.8596,0.7727,0.0036,0.0022,0.5971,0.9978,104.3719,106.077,99.5672,32.3361,29.965,32.7584,-0.0593,0.2299,0.3929,2.4099,2.6886,2.5289,-18525579264.0,-18846535680,-16949679104,52.1823,53.0364,49.7803
2317.6689,769.1027,681.1285,0.4644,720.9451,0.9927,411229,0.8054,1.1292,0.955,0.9374,0.0019,0.0017,0.8787,0.9922,76.0921,76.1371,80.9364,16.8892,17.0798,22.3258,0.1847,1.7638,1.1162,6.1914,9.6388,7.4081,-21834078208.0,-21918494720,-25924780032,38.0457,38.0692,40.4685
1410.396,510.8343,357.1331,0.715,425.7953,0.9844,144650,0.7777,1.4304,0.8995,0.8335,0.0036,0.0025,0.6948,0.9938,128.6478,123.0326,117.8043,37.0876,32.5317,33.2895,-0.1647,0.4203,0.2173,2.4587,2.3263,2.0741,-25369184256.0,-22655565824,-20829034496,64.3239,61.5135,58.8998
1196.941,428.5742,304.2583,0.7043,360.755,0.9858,103689,0.7654,1.4086,0.8966,0.8418,0.0042,0.003,0.7086,0.9981,134.0974,133.3062,128.2752,33.1023,26.6144,33.9535,-0.6693,-0.2162,0.0862,2.9913,2.3779,2.0656,-19424120832.0,-18696521728,-17824847872,67.0369,66.6489,64.1329
2620.2681,918.2051,662.6828,0.6922,772.6349,0.9832,476855,0.7408,1.3856,0.8581,0.8415,0.002,0.0014,0.7081,0.9811,137.7901,132.5824,127.3876,30.1744,24.7012,28.558,-0.6691,-0.3915,-0.377,3.4798,3.3067,2.7802,-93124485120.0,-84190658560,-78581514240,68.8965,66.2911,63.6946
2185.3789,829.9847,473.5959,0.8212,623.1146,0.9763,312363,0.6304,1.7525,0.8024,0.7508,0.0027,0.0016,0.5636,0.9878,43.8251,50.6586,57.5594,21.106,21.0052,16.3861,2.6712,2.6387,1.1713,12.1985,11.803,6.9039,-5941805568.0,-7673556992,-9110774784,21.9146,25.3314,28.7821
2090.377,761.1531,519.0694,0.7314,626.2769,0.9875,311966,0.7657,1.4664,0.8859,0.8228,0.0025,0.0017,0.677,0.9927,132.3429,110.2702,100.9566,35.7775,31.943,27.6696,-0.5238,0.1643,0.0487,2.9831,2.2974,2.8693,-57698394112.0,-39131254784,-31855800320,66.1723,55.1365,50.4798
2718.394,849.6819,672.2542,0.6116,750.6801,0.9619,460137,0.7262,1.2639,0.7526,0.8835,0.0019,0.0015,0.7805,0.9866,121.9841,115.2461,104.9366,34.1437,32.2064,29.3009,-0.3099,-0.2202,-0.1548,2.3121,2.1757,2.5185,-69733081088.0,-61512171520,-50010415104,60.9942,57.6265,52.4725
1236.871,438.3364,317.6122,0.6892,372.835,0.991,110166,0.729,1.3801,0.8968,0.8506,0.004,0.0029,0.7235,0.9985,141.0727,138.4075,126.2758,34.8828,24.4166,28.2893,-0.9273,-0.4417,-0.4465,3.1331,2.5458,2.5022,-23194517504.0,-21455044608,-17945880576,70.5398,69.2101,63.145
2174.022,833.3666,495.1312,0.8044,639.6905,0.985,326292,0.6724,1.6831,0.8545,0.7676,0.0026,0.0015,0.5892,0.9917,77.665,65.0726,86.0766,24.6369,22.6829,27.0072,-0.1502,0.926,0.1855,2.7566,4.7271,2.3903,-19141732352.0,-13265294336,-24009738240,38.8283,32.5337,43.0359
2362.448,829.2473,589.1064,0.7038,693.3906,0.9792,385637,0.7306,1.4076,0.8502,0.8362,0.0022,0.0016,0.6992,0.9842,115.5387,114.8062,105.7888,33.1639,29.3221,28.3614,-0.7209,-0.5373,-0.4353,2.623,2.4562,2.7099,-52998672384.0,-51229249536,-43105873920,57.7686,57.4034,52.8953
1486.942,548.4078,345.0912,0.7772,434.3615,0.9836,150658,0.7615,1.5892,0.8422,0.792,0.0037,0.0023,0.6273,0.9969,117.7226,106.7267,107.3839,30.94,25.6583,23.3937,-0.2674,0.2234,-0.0148,2.8783,2.6634,3.1703,-21350381568.0,-16970543104,-16980877312,58.8666,53.3667,53.6962
1438.217,527.6629,346.8893,0.7535,425.8238,0.9794,145415,0.7121,1.5211,0.8652,0.807,0.0037,0.0024,0.6512,0.9906,99.3857,93.6736,89.6992,29.2598,25.4742,26.4597,-0.5024,-0.1638,-0.0987,2.4505,2.3521,2.4319,-14408605696.0,-12457070592,-11494690816,49.6982,46.8458,44.8598
2109.8491,796.0836,475.9379,0.8016,614.8828,0.9871,300810,0.7727,1.6727,0.8383,0.7724,0.0027,0.0016,0.5966,0.9979,130.0522,116.2072,118.6973,32.6442,28.7825,28.4512,-0.278,0.1989,-0.3441,2.6659,2.5351,2.9826,-52902526976.0,-41217187840,-42963533824,65.0261,58.1039,59.3501
2402.406,802.1452,604.5172,0.6573,691.2739,0.9686,387472,0.7207,1.3269,0.8172,0.8618,0.0021,0.0016,0.7427,0.9855,140.4071,128.6869,120.2406,32.1067,30.6655,27.4966,-0.5943,-0.4146,-0.3764,2.9623,2.6091,3.0813,-78107303936.0,-64833978368,-55521071104,70.2021,64.3426,60.1188
2242.1531,795.743,573.1878,0.6936,672.3322,0.9842,360723,0.7325,1.3883,0.8874,0.8449,0.0022,0.0016,0.7139,0.9911,117.3025,108.7924,103.8842,30.1159,30.45,26.9521,-0.3225,-0.0366,-0.0266,2.6563,2.5126,2.8098,-50558492672.0,-43470987264,-38739263488,58.6531,54.3979,51.945
2249.6321,863.308,541.9211,0.7784,681.795,0.9916,368189,0.8012,1.5931,0.9065,0.7897,0.0024,0.0015,0.6237,0.9936,89.315,77.3992,82.1948,31.563,29.0949,27.8578,-0.1121,0.1577,0.1656,2.0959,2.4816,2.7834,-30497318912.0,-22633324544,-25095098368,44.6592,38.7004,41.0996
1528.949,581.9219,368.1325,0.7745,462.3023,0.9924,169138,0.7733,1.5807,0.9023,0.7944,0.0035,0.0022,0.6311,0.9977,140.4962,142.3019,121.3455,29.766,21.4184,22.8903,-1.2133,-0.3808,-0.3912,4.7969,2.7521,2.7824,-34654572544.0,-34695901184,-24823287808,70.2496,71.1544,60.6769
1481.229,582.5072,331.9456,0.8217,439.5077,0.9931,152772,0.687,1.7548,0.8689,0.7545,0.0038,0.0022,0.5693,0.999,92.5289,87.7087,96.5018,22.9716,19.6667,20.7177,0.0765,1.0781,0.2377,3.6487,5.621,4.0334,-12724516864.0,-11151576064,-13703142400,46.2599,43.8528,48.2507
2236.6001,887.1417,474.9108,0.8446,647.9589,0.9913,332633,0.6811,1.868,0.8284,0.7304,0.0027,0.0014,0.5335,0.9965,49.7382,59.1934,77.5457,18.877,22.1704,22.8215,0.4943,1.6639,0.1733,4.3923,8.9968,3.191,-7649439744.0,-11283790848,-19262605312,24.8681,29.5966,38.7724
2430.1211,789.1514,707.8071,0.4422,744.6687,0.9874,441070,0.7605,1.1149,0.9268,0.9436,0.0018,0.0016,0.8904,0.9928,89.6802,91.4182,85.7506,25.2016,24.7127,26.8765,0.3527,0.5162,0.4989,3.059,3.612,3.5624,-34824208384.0,-36085436416,-32272959488,44.8404,45.7091,42.8758
